qualified_name,name,class,lineno,async,decorators,file,A2該当,A2細分類,内容区分,備考,status
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.kurtosis,kurtosis,TimeSeriesMatrixAnalysisMixin,60,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.mean,mean,TimeSeriesMatrixAnalysisMixin,80,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.std,std,TimeSeriesMatrixAnalysisMixin,86,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rms,rms,TimeSeriesMatrixAnalysisMixin,94,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,"external:np.sqrt,np.square",
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.min,min,TimeSeriesMatrixAnalysisMixin,100,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.max,max,TimeSeriesMatrixAnalysisMixin,106,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_detrend,_vectorized_detrend,TimeSeriesMatrixAnalysisMixin,112,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,external:scipy_detrend,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_taper,_vectorized_taper,TimeSeriesMatrixAnalysisMixin,132,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,"external:np.asarray,np.empty_like",
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.hilbert,hilbert,TimeSeriesMatrixAnalysisMixin,159,False,[],gwexpy/matrix_analysis.py,Yes,A2-d,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_filter,_vectorized_filter,TimeSeriesMatrixAnalysisMixin,165,False,[],gwexpy/matrix_analysis.py,Yes,A2-d,数値,external:np.asarray;kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_hilbert,_vectorized_hilbert,TimeSeriesMatrixAnalysisMixin,196,False,[],gwexpy/matrix_analysis.py,Yes,A2-d,数値,external:np.asarray;kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_radian,_vectorized_radian,TimeSeriesMatrixAnalysisMixin,209,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,"external:np.angle,np.unwrap",
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin._vectorized_degree,_vectorized_degree,TimeSeriesMatrixAnalysisMixin,223,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,"external:np.angle,np.unwrap",
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.radian,radian,TimeSeriesMatrixAnalysisMixin,237,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.degree,degree,TimeSeriesMatrixAnalysisMixin,256,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.resample,resample,TimeSeriesMatrixAnalysisMixin,275,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.impute,impute,TimeSeriesMatrixAnalysisMixin,296,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.standardize,standardize,TimeSeriesMatrixAnalysisMixin,313,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.whiten_channels,whiten_channels,TimeSeriesMatrixAnalysisMixin,327,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rolling_mean,rolling_mean,TimeSeriesMatrixAnalysisMixin,348,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rolling_std,rolling_std,TimeSeriesMatrixAnalysisMixin,371,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rolling_median,rolling_median,TimeSeriesMatrixAnalysisMixin,396,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rolling_min,rolling_min,TimeSeriesMatrixAnalysisMixin,419,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.rolling_max,rolling_max,TimeSeriesMatrixAnalysisMixin,442,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.crop,crop,TimeSeriesMatrixAnalysisMixin,465,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.pca_fit,pca_fit,TimeSeriesMatrixAnalysisMixin,485,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.pca_transform,pca_transform,TimeSeriesMatrixAnalysisMixin,489,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.pca_inverse_transform,pca_inverse_transform,TimeSeriesMatrixAnalysisMixin,493,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.pca,pca,TimeSeriesMatrixAnalysisMixin,497,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.ica_fit,ica_fit,TimeSeriesMatrixAnalysisMixin,505,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.ica_transform,ica_transform,TimeSeriesMatrixAnalysisMixin,509,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.ica_inverse_transform,ica_inverse_transform,TimeSeriesMatrixAnalysisMixin,513,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.ica,ica,TimeSeriesMatrixAnalysisMixin,517,False,[],gwexpy/matrix_analysis.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.correlation,correlation,TimeSeriesMatrixAnalysisMixin,525,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,external:np.corrcoef;kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.mic,mic,TimeSeriesMatrixAnalysisMixin,551,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.distance_correlation,distance_correlation,TimeSeriesMatrixAnalysisMixin,557,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.pcc,pcc,TimeSeriesMatrixAnalysisMixin,563,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.ktau,ktau,TimeSeriesMatrixAnalysisMixin,569,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_analysis.TimeSeriesMatrixAnalysisMixin.correlation_vector,correlation_vector,TimeSeriesMatrixAnalysisMixin,575,False,[],gwexpy/matrix_analysis.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.dt,dt,TimeSeriesMatrixCoreMixin,26,False,['property'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.t0,t0,TimeSeriesMatrixCoreMixin,31,False,['property'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.times,times,TimeSeriesMatrixCoreMixin,36,False,['property'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.span,span,TimeSeriesMatrixCoreMixin,41,False,['property'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.sample_rate,sample_rate,TimeSeriesMatrixCoreMixin,46,False,['property'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin.sample_rate,sample_rate,TimeSeriesMatrixCoreMixin,56,False,['sample_rate.setter'],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._get_series_kwargs,_get_series_kwargs,TimeSeriesMatrixCoreMixin,79,False,[],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._apply_timeseries_method,_apply_timeseries_method,TimeSeriesMatrixCoreMixin,88,False,[],gwexpy/matrix_core.py,Yes,A2-c,数値,"external:np.asarray,np.copyto,np.empty",
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._coerce_other_timeseries_input,_coerce_other_timeseries_input,TimeSeriesMatrixCoreMixin,184,False,[],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._apply_bivariate_spectral_method,_apply_bivariate_spectral_method,TimeSeriesMatrixCoreMixin,205,False,[],gwexpy/matrix_core.py,Yes,A2-c,数値,"external:np.asarray,np.empty,np.result_type",
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._apply_univariate_spectral_method,_apply_univariate_spectral_method,TimeSeriesMatrixCoreMixin,279,False,[],gwexpy/matrix_core.py,Yes,A2-c,数値,"external:np.asarray,np.empty,np.result_type",
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._apply_spectrogram_method,_apply_spectrogram_method,TimeSeriesMatrixCoreMixin,350,False,[],gwexpy/matrix_core.py,Yes,A2-c,数値,"external:np.asarray,np.empty,np.result_type;kw",
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._repr_string_,_repr_string_,TimeSeriesMatrixCoreMixin,447,False,[],gwexpy/matrix_core.py,No,非A2,非数値,helper,
gwexpy.timeseries.matrix_core.TimeSeriesMatrixCoreMixin._get_meta_for_constructor,_get_meta_for_constructor,TimeSeriesMatrixCoreMixin,454,False,[],gwexpy/matrix_core.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_interop.TimeSeriesMatrixInteropMixin.to_neo,to_neo,TimeSeriesMatrixInteropMixin,9,False,[],gwexpy/matrix_interop.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_interop.TimeSeriesMatrixInteropMixin.from_neo,from_neo,TimeSeriesMatrixInteropMixin,22,False,['classmethod'],gwexpy/matrix_interop.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_interop.TimeSeriesMatrixInteropMixin.to_mne,to_mne,TimeSeriesMatrixInteropMixin,39,False,[],gwexpy/matrix_interop.py,No,非A2,非数値,,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._vectorized_fft,_vectorized_fft,TimeSeriesMatrixSpectralMixin,16,False,[],gwexpy/matrix_spectral.py,Yes,A2-d,数値,"external:np.asarray,np.fft.rfft,np.fft.rfftfreq;kw",
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._vectorized_psd,_vectorized_psd,TimeSeriesMatrixSpectralMixin,48,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,external:np.asarray;kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._vectorized_asd,_vectorized_asd,TimeSeriesMatrixSpectralMixin,79,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,external:np.sqrt;kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._vectorized_csd,_vectorized_csd,TimeSeriesMatrixSpectralMixin,92,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,external:np.asarray;kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._vectorized_coherence,_vectorized_coherence,TimeSeriesMatrixSpectralMixin,129,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,external:np.asarray;kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.lock_in,lock_in,TimeSeriesMatrixSpectralMixin,166,False,[],gwexpy/matrix_spectral.py,Yes,A2-d,数値,"external:np.asarray,np.empty,np.result_type",
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.fft,fft,TimeSeriesMatrixSpectralMixin,260,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.psd,psd,TimeSeriesMatrixSpectralMixin,267,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.asd,asd,TimeSeriesMatrixSpectralMixin,274,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.spectrogram,spectrogram,TimeSeriesMatrixSpectralMixin,281,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.spectrogram2,spectrogram2,TimeSeriesMatrixSpectralMixin,288,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin.q_transform,q_transform,TimeSeriesMatrixSpectralMixin,295,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.matrix_spectral.TimeSeriesMatrixSpectralMixin._run_spectral_method,_run_spectral_method,TimeSeriesMatrixSpectralMixin,302,False,[],gwexpy/matrix_spectral.py,Yes,A2-c,数値,external:np.empty,
gwexpy.timeseries.pipeline._is_collection,_is_collection,,22,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline._to_matrix_from_collection,_to_matrix_from_collection,,26,False,[],gwexpy/pipeline.py,No,非A2,非数値,helper,
gwexpy.timeseries.pipeline._restore_collection,_restore_collection,,38,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Transform.fit,fit,Transform,55,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Transform.transform,transform,Transform,59,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Transform.fit_transform,fit_transform,Transform,63,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Transform.inverse_transform,inverse_transform,Transform,68,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Pipeline.__init__,__init__,Pipeline,80,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Pipeline.fit,fit,Pipeline,95,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Pipeline.transform,transform,Pipeline,103,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Pipeline.fit_transform,fit_transform,Pipeline,110,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.Pipeline.inverse_transform,inverse_transform,Pipeline,115,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.ImputeTransform.__init__,__init__,ImputeTransform,142,False,[],gwexpy/pipeline.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.pipeline.ImputeTransform.transform,transform,ImputeTransform,147,False,[],gwexpy/pipeline.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.pipeline.StandardizeTransform.__init__,__init__,StandardizeTransform,166,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.StandardizeTransform._compute_stats_ts,_compute_stats_ts,StandardizeTransform,184,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,"external:np.abs,np.nanmean,np.nanmedian;kw",
gwexpy.timeseries.pipeline.StandardizeTransform._compute_stats_matrix,_compute_stats_matrix,StandardizeTransform,195,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,"external:np.abs,np.asarray,np.nanmean;kw",
gwexpy.timeseries.pipeline.StandardizeTransform.fit,fit,StandardizeTransform,209,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.StandardizeTransform._apply_ts,_apply_ts,StandardizeTransform,238,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.StandardizeTransform._apply_matrix,_apply_matrix,StandardizeTransform,247,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,external:np.asarray;kw,
gwexpy.timeseries.pipeline.StandardizeTransform.transform,transform,StandardizeTransform,253,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.StandardizeTransform.inverse_transform,inverse_transform,StandardizeTransform,294,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.WhitenTransform.__init__,__init__,WhitenTransform,350,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.WhitenTransform._to_matrix,_to_matrix,WhitenTransform,368,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.WhitenTransform.fit,fit,WhitenTransform,379,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.WhitenTransform.transform,transform,WhitenTransform,399,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.WhitenTransform.inverse_transform,inverse_transform,WhitenTransform,423,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.PCATransform.__init__,__init__,PCATransform,449,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.PCATransform._ensure_matrix,_ensure_matrix,PCATransform,465,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.PCATransform.fit,fit,PCATransform,475,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.PCATransform.transform,transform,PCATransform,485,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.PCATransform.inverse_transform,inverse_transform,PCATransform,494,False,[],gwexpy/pipeline.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.pipeline.ICATransform.__init__,__init__,ICATransform,513,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.ICATransform._ensure_matrix,_ensure_matrix,ICATransform,529,False,[],gwexpy/pipeline.py,No,非A2,非数値,helper,
gwexpy.timeseries.pipeline.ICATransform.fit,fit,ICATransform,539,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.ICATransform.transform,transform,ICATransform,549,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.pipeline.ICATransform.inverse_transform,inverse_transform,ICATransform,558,False,[],gwexpy/pipeline.py,No,非A2,非数値,,
gwexpy.timeseries.preprocess._limit_mask,_limit_mask,,43,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,external:np.zeros_like,
gwexpy.timeseries.preprocess._ffill_numpy,_ffill_numpy,,82,False,[],gwexpy/preprocess.py,Yes,A2-b,数値,external:np.isnan,
gwexpy.timeseries.preprocess._bfill_numpy,_bfill_numpy,,101,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,external:np.isnan,
gwexpy.timeseries.preprocess.align_timeseries_collection,align_timeseries_collection,,120,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.any,np.arange,np.asanyarray;kw",
gwexpy.timeseries.preprocess._impute_1d,_impute_1d,,506,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.any,np.diff,np.iscomplexobj;kw",
gwexpy.timeseries.preprocess.impute_timeseries,impute_timeseries,,604,False,['overload'],gwexpy/preprocess.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.preprocess.impute_timeseries,impute_timeseries,,616,False,['overload'],gwexpy/preprocess.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.preprocess.impute_timeseries,impute_timeseries,,627,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.all,np.any,np.arange;kw",
gwexpy.timeseries.preprocess.standardize_timeseries,standardize_timeseries,,848,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.abs,np.array,np.issubdtype;kw",
gwexpy.timeseries.preprocess.standardize_matrix,standardize_matrix,,969,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.abs,np.issubdtype,np.nanmean;kw",
gwexpy.timeseries.preprocess.whiten_matrix,whiten_matrix,,1111,False,[],gwexpy/preprocess.py,Yes,A2-c,数値,"external:np.array,np.cov,np.diag;kw",
gwexpy.timeseries.rolling._resolve_window,_resolve_window,,18,False,[],gwexpy/rolling.py,Yes,A2-b,数値,external:np.round,
gwexpy.timeseries.rolling._rolling_1d,_rolling_1d,,32,False,[],gwexpy/rolling.py,Yes,A2-c,数値,"external:np.full,np.isnan,np.max;kw",
gwexpy.timeseries.rolling._rolling_numpy,_rolling_numpy,,73,False,[],gwexpy/rolling.py,Yes,A2-b,数値,"external:np.asarray,np.empty_like,np.result_type",
gwexpy.timeseries.rolling._rolling_backend,_rolling_backend,,86,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling._apply_matrix_op,_apply_matrix_op,,120,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling._apply_timeseries_op,_apply_timeseries_op,,139,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling._map_collection,_map_collection,,163,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling.rolling_mean,rolling_mean,,171,False,[],gwexpy/rolling.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.rolling.rolling_std,rolling_std,,211,False,[],gwexpy/rolling.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.rolling.rolling_median,rolling_median,,253,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling.rolling_min,rolling_min,,293,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.rolling.rolling_max,rolling_max,,333,False,[],gwexpy/rolling.py,No,非A2,非数値,,
gwexpy.timeseries.spectral._get_series_list_and_names,_get_series_list_and_names,,12,False,[],gwexpy/spectral.py,No,非A2,非数値,,
gwexpy.timeseries.spectral._normalize_dt_seconds,_normalize_dt_seconds,,29,False,[],gwexpy/spectral.py,Yes,A2-c,数値,external:np.asarray,
gwexpy.timeseries.spectral._validate_dt_and_fftlength,_validate_dt_and_fftlength,,50,False,[],gwexpy/spectral.py,Yes,A2-c,数値,external:np.isclose;kw,
gwexpy.timeseries.spectral.csd_matrix_from_collection,csd_matrix_from_collection,,67,False,[],gwexpy/spectral.py,Yes,A2-d,数値,"external:np.empty,np.full,np.zeros;kw",
gwexpy.timeseries.spectral.coherence_matrix_from_collection,coherence_matrix_from_collection,,202,False,[],gwexpy/spectral.py,Yes,A2-d,数値,"external:np.empty,np.full,np.zeros;kw",
gwexpy.timeseries.timeseries.TimeSeries._get_meta_for_constructor,_get_meta_for_constructor,TimeSeries,71,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.plot,plot,TimeSeries,78,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.__new__,__new__,TimeSeries,84,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.tail,tail,TimeSeries,113,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.crop,crop,TimeSeries,122,False,[],gwexpy/timeseries.py,Yes,A2-b,数値,external:np.ndim,
gwexpy.timeseries.timeseries.TimeSeries.append,append,TimeSeries,146,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.find_peaks,find_peaks,TimeSeries,174,False,[],gwexpy/timeseries.py,Yes,A2-c,数値,external:np.iterable,
gwexpy.timeseries.timeseries.TimeSeries.to_simpeg,to_simpeg,TimeSeries,260,False,[],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.from_simpeg,from_simpeg,TimeSeries,290,False,['classmethod'],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.from_control,from_control,TimeSeries,308,False,['classmethod'],gwexpy/timeseries.py,No,非A2,非数値,,
gwexpy.timeseries.timeseries.TimeSeries.arima,arima,TimeSeries,332,False,[],gwexpy/timeseries.py,Yes,A2-c,数値,kw,
gwexpy.timeseries.timeseries.TimeSeries.ar,ar,TimeSeries,368,False,[],gwexpy/timeseries.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.timeseries.TimeSeries.ma,ma,TimeSeries,375,False,[],gwexpy/timeseries.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.timeseries.TimeSeries.arma,arma,TimeSeries,382,False,[],gwexpy/timeseries.py,Yes,A2-a,数値,kw,
gwexpy.timeseries.utils._coerce_t0_gps,_coerce_t0_gps,,42,False,[],gwexpy/utils.py,Yes,A2-b,数値,external:np.asarray,
gwexpy.timeseries.utils._extract_axis_info,_extract_axis_info,,78,False,[],gwexpy/utils.py,Yes,A2-b,数値,"external:np.all,np.isfinite",
gwexpy.timeseries.utils._validate_common_axis,_validate_common_axis,,140,False,[],gwexpy/utils.py,Yes,A2-c,数値,external:np.array_equal,
gwexpy.timeseries.utils._extract_freq_axis_info,_extract_freq_axis_info,,209,False,[],gwexpy/utils.py,Yes,A2-b,数値,"external:np.all,np.isfinite",
gwexpy.timeseries.utils._validate_common_frequency_axis,_validate_common_frequency_axis,,269,False,[],gwexpy/utils.py,Yes,A2-c,数値,external:np.array_equal,
gwexpy.timeseries.utils._validate_common_epoch,_validate_common_epoch,,342,False,[],gwexpy/utils.py,No,非A2,非数値,,
gwexpy.timeseries._signal.TimeSeriesSignalMixin.demodulate,demodulate,TimeSeriesSignalMixin,676,False,[],gwexpy/timeseries/_signal.py,TBD,TBD,TBD,auto-added,new
